ID (numéro dans url produit),"1 si le produit est actif, sinon 0 pour inactif",Nom du produit,Nom du produit,"id des catégories, le premier nom est la catégorie par défaut",Catégorie Principale,Famille,Prix HT,ID de la règle de taxe utilisée par le produit,Prix détail (TD),"1 si le produit est en solde, sinon 0",Montant en euro de la remise (TTC) (TTC),Montant en pourcentage de la remise,date de début pour la remise,date de fin pour la remise,Référence du produit,Référence du produit chez le fournisseur,Nom du fournisseur,Nom du fabricant (pas obligatoire),Code-barres EAN-13 ou JAN du produit,Code-barres UPC,écotaxe,Largeur (en cm),Hauteur (en cm),Profondeur (en cm),"Poids du produit (en kg)
Enfant : le plus haut
Adulte : une moyenne",quantité totale de produit,Quantité minimale,NE PAS REMPLIR Visibilité,Prix additionnel pour le transport,unité de mesure pour le prix unitaire,Prix unitaire HT,Résumé en HTML FR,Résumé en HTML EN,Description en HTML FR,Description en HTML EN,Mots clefs,Balise titre utilisés pour le référencement,Balise titre utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Meta description utilisés pour le référencement,Balise Meta description utilisés pour le référencement,URL simplifiée FR,URL simplifiée EN,texte utilisé sur la fiche produit lorsque le produit est en stock,texte utilisé sur la fiche produit lorsqu'il n'est pas disponible,"1 si le produit est disponible, 0 sinon",Date de disponibilité du produit,date d'ajout du produit,1 pour afficher le prix sinon 0,"urls des images produit séparé par une virgules, dans l'ordre des positions, la première image étant celle par défaut.",1 pour supprime les images du produit avant l'import sinon 0,Valeurs des caractéristiques du produit. FR,Valeurs des caractéristiques du produit. EN,1 pour indiquer que le produit est disponible uniquement en ligne,"indiquer l'état du produit : new (nouveau), used (utilisé), refurbished (reconditionné)",1 pour Activer la personnalisation sinon 0,Personnalisation : nombre de champs de mise en ligne de fichiers,Personnalisation : Champs de texte,Rupture de stock,ID de la boutique,Active la gestion avancé des stocks,Les quantités disponibles pour le produit actuel et ses déclinaisons sont basées sur le stock de votre entrepôt,Entrepôt,Couleurs,Colors,Fabriqué en,Made in,Matière,Material,Pointures,Sizes,,Utilisé pour la short description,,test url imgs,Type de produit UK,Type de produit FR,Idéal pour,Ideal for,Saison,Season,Description produit FR (caractéristiques),Description produit UK (caractéristiques),Description Couleurs FR,Description Couleurs Uk
281,1,Sunray,Sunray,"Sandales femme,Femme",Sandales femme,Femme,17.5,1,7.6,,,,,,SUNRAY-FE,SUNRAY,,Méduse,,,,,,,0.249,1,1,,,,,<p>Le modèle Sunray est une paire de sandale pour les femmes de la marque Méduse disponible en coloris Carmin et Marine.</p>,<p>The Sunray is a pair of women's sandal by Méduse available in Carmine and Navy blue.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Carmin et Marine, la sandale Sunray pour les femmes est un modèle parfait pour la plage. Ces sandales possèdent une première intérieure imprimée rayée.<br />Facile d'entretien, la sandale Sunray vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 35 to 42 in Carmine and Navy blue, these women's Sunray sandal are the perfect pair for the beach. These sandal have a striped mounting insole.<br />Easy to maintain, the Sunray sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Femme Sunray,Sandals Women Sunray,,,"Découvrez dès maintenant les sandales pour femmes Sunray de la marque Méduse. Disponible en coloris Carmin et Marine, elles seront parfaites pour la plage.","Shop now the sandals for women Sunray by Méduse. Available in Carmine and Navy blue, they’ll be perfect for the beach.",sandales-femme-sunray,sandals-women-sunray,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Carmin; Marine,Carmine; Navy blue,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,une première intérieure imprimée rayée,a striped mounting insole,en coloris Carmin et Marine,in Carmine and Navy blue
287,1,Sunray,Sunray,"Sandales homme,Homme",Sandales homme,Homme,17.5,1,10.1,,,,,,SUNRAY-HO,SUNRAY,,Méduse,,,,,,,0.281,1,1,,,,,<p>Le modèle Sunray est une paire de sandale pour les hommes de la marque Méduse disponible en coloris Carmin et Marine.</p>,<p>The Sunray is a pair of men's sandal by Méduse available in Carmine and Navy blue.</p>,"<p>Disponible de la taille 39 au 43 et en coloris Carmin et Marine, la sandale Sunray pour les hommes est un modèle parfait pour la plage. Ces sandales possèdent une première intérieure imprimée rayée.<br />Facile d'entretien, la sandale Sunray vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 39 to 43 in Carmine and Navy blue, these men's Sunray sandal are the perfect pair for the beach. These sandal have a striped mounting insole.<br />Easy to maintain, the Sunray sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Homme Sunray,Sandals Men Sunray,,,"Découvrez dès maintenant les sandales pour hommes Sunray de la marque Méduse. Disponible en coloris Carmin et Marine, elles seront parfaites pour la plage.","Shop now the sandals for men Sunray by Méduse. Available in Carmine and Navy blue, they’ll be perfect for the beach.",sandales-homme-sunray,sandals-men-sunray,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:39 au 43:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:39 to 43:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Carmin; Marine,Carmine; Navy blue,France,France,Pvc,Pvc,39 au 43,39 to 43,,Men,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,une première intérieure imprimée rayée,a striped mounting insole,en coloris Carmin et Marine,in Carmine and Navy blue
288,1,Suntri,Suntri,"Sandales enfant,Enfant",Sandales enfant,Enfant,10,1,4.2,,,,,,SUNTRI-EN,SUNTRI,,Méduse,,,,,,,0.223,1,1,,,,,<p>Le modèle Suntri est une paire de sandale pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Suntri is a pair of kids's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 22 au 34 et dans de nombreuses couleurs, la sandale Suntri pour les enfants est un modèle parfait pour la plage. Ces sandales possèdent un joli mélange de 3 couleurs.<br />Facile d'entretien, la sandale Suntri vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 22 to 34 in many colors, these kids's Suntri sandal are the perfect pair for the beach. These sandal have a nice mix of 3 colors.<br />Easy to maintain, the Suntri sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Enfant Suntri,Sandals Kids Suntri,,,"Découvrez dès maintenant les sandales pour enfants Suntri de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour la plage.","Shop now the sandals for kids Suntri by Méduse. Available in many colors, they’ll be perfect for the beach.",sandales-enfant-suntri,sandals-kids-suntri,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:22 au 34:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:22 to 34:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Lagon; Rasta; Violine,"Lagoon, Rasta, Violet",France,France,Pvc,Pvc,22 au 34,22 to 34,,Kids,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un joli mélange de 3 couleurs,a nice mix of 3 colors,dans de nombreuses couleurs,in many colors
282,1,Suntri,Suntri,"Sandales femme,Femme",Sandales femme,Femme,15,1,5.2,,,,,,SUNTRI-FE,SUNTRI,,Méduse,,,,,,,0.249,1,1,,,,,<p>Le modèle Suntri est une paire de sandale pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Suntri is a pair of women's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 35 au 42 et dans de nombreuses couleurs, la sandale Suntri pour les femmes est un modèle parfait pour la plage. Ces sandales possèdent un joli mélange de 3 couleurs.<br />Facile d'entretien, la sandale Suntri vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 35 to 42 in many colors, these women's Suntri sandal are the perfect pair for the beach. These sandal have a nice mix of 3 colors.<br />Easy to maintain, the Suntri sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Femme Suntri,Sandals Women Suntri,,,"Découvrez dès maintenant les sandales pour femmes Suntri de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour la plage.","Shop now the sandals for women Suntri by Méduse. Available in many colors, they’ll be perfect for the beach.",sandales-femme-suntri,sandals-women-suntri,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Lagon; Rasta; Violine,"Lagoon, Rasta, Violet",France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un joli mélange de 3 couleurs,a nice mix of 3 colors,dans de nombreuses couleurs,in many colors
289,1,Suntri,Suntri,"Sandales homme,Homme",Sandales homme,Homme,15,1,5.6,,,,,,SUNTRI-HO,SUNTRI,,Méduse,,,,,,,0.288,1,1,,,,,<p>Le modèle Suntri est une paire de sandale pour les hommes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Suntri is a pair of men's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 39 au 45 et dans de nombreuses couleurs, la sandale Suntri pour les hommes est un modèle parfait pour la plage. Ces sandales possèdent un joli mélange de 3 couleurs.<br />Facile d'entretien, la sandale Suntri vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 39 to 45 in many colors, these men's Suntri sandal are the perfect pair for the beach. These sandal have a nice mix of 3 colors.<br />Easy to maintain, the Suntri sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Homme Suntri,Sandals Men Suntri,,,"Découvrez dès maintenant les sandales pour hommes Suntri de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour la plage.","Shop now the sandals for men Suntri by Méduse. Available in many colors, they’ll be perfect for the beach.",sandales-homme-suntri,sandals-men-suntri,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:39 au 45:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:39 to 45:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Lagon; Rasta; Violine,"Lagoon, Rasta, Violet",France,France,Pvc,Pvc,39 au 45,39 to 45,,Men,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un joli mélange de 3 couleurs,a nice mix of 3 colors,dans de nombreuses couleurs,in many colors
283,1,Mambo,Mambo,"Sandales femme,Femme",Sandales femme,Femme,17.5,1,7.15,,,,,,MAMBO-FE,MAMBO,,Méduse,,,,,,,0.36,1,1,,,,,<p>Le modèle Mambo est une paire de sandale pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Mambo is a pair of women's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la sandale Mambo pour les femmes est un modèle parfait pour les journées ensoleillées. Ces sandales possèdent 2 lanières réglables sur le dessus.<br />Facile d'entretien, la sandale Mambo vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 36 to 41 in many colors, these women's Mambo sandal are the perfect pair for the sunny days. These sandal have 2 adjustable straps on the top.<br />Easy to maintain, the Mambo sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Femme Mambo,Sandals Women Mambo,,,"Découvrez dès maintenant les sandales pour femmes Mambo de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées ensoleillées.","Shop now the sandals for women Mambo by Méduse. Available in many colors, they’ll be perfect for the sunny days.",sandales-femme-mambo,sandals-women-mambo,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Printemps/Été:4,Idéal pour:les journées ensoleillées:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Spring/Summer:4,Ideal for:the sunny days:5",0,,,,,,,,,,Rose pastel; Doré pailleté,Pastel pink; Glittery gold,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Sandal,Sandale,les journées ensoleillées,the sunny days,printemps/été,spring/summer,2 lanières réglables sur le dessus,2 adjustable straps on the top,dans de nombreuses couleurs,in many colors
285,1,Jomarin,Jomarin,"Bottines homme,Homme",Bottines homme,Homme,42.5,1,17.9,,,,,,JOMARIN-HO,JOMARIN,,Méduse,,,,,,,1.383,1,1,,,,,<p>Le modèle Jomarin est une paire de bottine pour les hommes de la marque Méduse disponible en coloris Marine/Blanc.</p>,<p>The Jomarin is a pair of men's low boot by Méduse available in Navy blue/White.</p>,"<p>Disponible de la taille 40 au 45 et en coloris Marine/Blanc, la bottine Jomarin pour les hommes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique rayé.<br />Facile d'entretien, la bottine Jomarin vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 40 to 45 in Navy blue/White, these men's Jomarin low boot are the perfect pair for the rainy days. These low boot have a striped elastic.<br />Easy to maintain, the Jomarin low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Homme Jomarin,Low Boots Men Jomarin,,,"Découvrez dès maintenant les bottines pour hommes Jomarin de la marque Méduse. Disponible en coloris Marine/Blanc, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for men Jomarin by Méduse. Available in Navy blue/White, they’ll be perfect for the rainy days.",bottines-homme-jomarin,low-boots-men-jomarin,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:40 au 45:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:40 to 45:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Blanc,Navy blue/White,France,France,Pvc,Pvc,40 au 45,40 to 45,,Men,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique rayé,a striped elastic,en coloris Marine/Blanc,in Navy blue/White
304,1,Japlair,Japlair,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,17,,,,,,JAPLAIR-FE,JAPLAIR,,Méduse,,,,,,,1.12,1,1,,,,,<p>Le modèle Japlair est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Japlair is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la bottine Japlair pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent une semelle et élastique de couleurs.<br />Facile d'entretien, la bottine Japlair vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in many colors, these women's Japlair low boot are the perfect pair for the rainy days. These low boot have a colored sole and colored elastic.<br />Easy to maintain, the Japlair low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japlair,Low Boots Women Japlair,,,"Découvrez dès maintenant les bottines pour femmes Japlair de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japlair by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-japlair,low-boots-women-japlair,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Chanvre-Brique; Kaki-Bleu; Marron-Caramel,Hemp/Brick; Khaki/Blue; Brown/Caramel,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle et élastique de couleurs,a colored sole and colored elastic,dans de nombreuses couleurs,in many colors
305,1,Japstar,Japstar,"Bottines femme,Femme",Bottines femme,Femme,45,1,18,,,,,,JAPSTAR-FE,JAPSTAR,,Méduse,,,,,,,0.946,1,1,,,,,<p>Le modèle Japstar est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Kaki/Noir.</p>,<p>The Japstar is a pair of women's low boot by Méduse available in Khaki/Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Kaki/Noir, la bottine Japstar pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent de jolies décorations dorées sur l'élastique.<br />Facile d'entretien, la bottine Japstar vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Khaki/Black, these women's Japstar low boot are the perfect pair for the rainy days. These low boot have pretty gold detailing on the elastic.<br />Easy to maintain, the Japstar low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japstar,Low Boots Women Japstar,,,"Découvrez dès maintenant les bottines pour femmes Japstar de la marque Méduse. Disponible en coloris Kaki/Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japstar by Méduse. Available in Khaki/Black, they’ll be perfect for the rainy days.",bottines-femme-japstar,low-boots-women-japstar,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Kaki-Noir,Khaki/Black,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,de jolies décorations dorées sur l'élastique,pretty gold detailing on the elastic,en coloris Kaki/Noir,in Khaki/Black
306,1,Japtan,Japtan,"Bottines femme,Femme",Bottines femme,Femme,57.5,1,23.5,,,,,,JAPTAN-FE,JAPTAN,,Méduse,,,,,,,0.954,1,1,,,,,<p>Le modèle Japtan est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Bleu nuit/Rouge et Noir.</p>,<p>The Japtan is a pair of women's low boot by Méduse available in Midnight blue/Red and Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Bleu nuit/Rouge et Noir, la bottine Japtan pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent une patte décorative sur l'élastique.<br />Facile d'entretien, la bottine Japtan vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Midnight blue/Red and Black, these women's Japtan low boot are the perfect pair for the rainy days. These low boot have a decorative buckle on the elastic.<br />Easy to maintain, the Japtan low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japtan,Low Boots Women Japtan,,,"Découvrez dès maintenant les bottines pour femmes Japtan de la marque Méduse. Disponible en coloris Bleu nuit/Rouge et Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japtan by Méduse. Available in Midnight blue/Red and Black, they’ll be perfect for the rainy days.",bottines-femme-japtan,low-boots-women-japtan,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bleu nuit-Rouge; Noir-Noir,Midnight blue/Red; Black/Black,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une patte décorative sur l'élastique,a decorative buckle on the elastic,en coloris Bleu nuit/Rouge et Noir,in Midnight blue/Red and Black
307,1,Japzip,Japzip,"Bottines femme,Femme",Bottines femme,Femme,65,1,27.5,,,,,,JAPZIP-FE,JAPZIP,,Méduse,,,,,,,0.956,1,1,,,,,<p>Le modèle Japzip est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Japzip is a pair of women's low boot by Méduse available in Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Noir, la bottine Japzip pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent une fermeture décorative.<br />Facile d'entretien, la bottine Japzip vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Black, these women's Japzip low boot are the perfect pair for the rainy days. These low boot have a decorative zip.<br />Easy to maintain, the Japzip low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japzip,Low Boots Women Japzip,,,"Découvrez dès maintenant les bottines pour femmes Japzip de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japzip by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottines-femme-japzip,low-boots-women-japzip,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Noir,Black/Black,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une fermeture décorative,a decorative zip,en coloris Noir,in Black
308,1,Japflo,Japflo,"Bottines femme,Femme",Bottines femme,Femme,45,1,18.25,,,,,,JAPFLO-FE,JAPFLO,,Méduse,,,,,,,0.954,1,1,,,,,<p>Le modèle Japflo est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Noir/Bordeaux et Noir.</p>,<p>The Japflo is a pair of women's low boot by Méduse available in Black/Burgundy and Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Noir/Bordeaux et Noir, la bottine Japflo pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un très bel élastique imprimé fleur.<br />Facile d'entretien, la bottine Japflo vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Black/Burgundy and Black, these women's Japflo low boot are the perfect pair for the rainy days. These low boot have a beautiful floral elastic.<br />Easy to maintain, the Japflo low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japflo,Low Boots Women Japflo,,,"Découvrez dès maintenant les bottines pour femmes Japflo de la marque Méduse. Disponible en coloris Noir/Bordeaux et Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japflo by Méduse. Available in Black/Burgundy and Black, they’ll be perfect for the rainy days.",bottines-femme-japflo,low-boots-women-japflo,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Bordeaux; Noir-Noir,Black/Burgundy; Black/Black,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un très bel élastique imprimé fleur,a beautiful floral elastic,en coloris Noir/Bordeaux et Noir,in Black/Burgundy and Black
309,1,Japcity,Japcity,"Bottines femme,Femme",Bottines femme,Femme,65,1,27.5,,,,,,JAPCITY-FE,JAPCITY,,Méduse,,,,,,,0.97,1,1,,,,,<p>Le modèle Japcity est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Bordeaux et Noir.</p>,<p>The Japcity is a pair of women's low boot by Méduse available in Burgundy and Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Bordeaux et Noir, la bottine Japcity pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un joli noeud en tissu.<br />Facile d'entretien, la bottine Japcity vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Burgundy and Black, these women's Japcity low boot are the perfect pair for the rainy days. These low boot have a pretty fabric knot.<br />Easy to maintain, the Japcity low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Japcity,Low Boots Women Japcity,,,"Découvrez dès maintenant les bottines pour femmes Japcity de la marque Méduse. Disponible en coloris Bordeaux et Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Japcity by Méduse. Available in Burgundy and Black, they’ll be perfect for the rainy days.",bottines-femme-japcity,low-boots-women-japcity,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bordeaux; Noir,Burgundy; Black,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un joli noeud en tissu,a pretty fabric knot,en coloris Bordeaux et Noir,in Burgundy and Black
310,1,Jumpsport,Jumpsport,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,16.8,,,,,,JUMPSPORT-FE,JUMPSPORT,,Méduse,,,,,,,1.235,1,1,,,,,<p>Le modèle Jumpsport est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Bleu nuit/Rouge.</p>,<p>The Jumpsport is a pair of women's low boot by Méduse available in Midnight blue/Red.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Bleu nuit/Rouge, la bottine Jumpsport pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent l'impression du drapeau tricolore en haut de l'élastique.<br />Facile d'entretien, la bottine Jumpsport vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Midnight blue/Red, these women's Jumpsport low boot are the perfect pair for the rainy days. These low boot have a print of the French flag at the top of the elastic.<br />Easy to maintain, the Jumpsport low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumpsport,Low Boots Women Jumpsport,,,"Découvrez dès maintenant les bottines pour femmes Jumpsport de la marque Méduse. Disponible en coloris Bleu nuit/Rouge, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumpsport by Méduse. Available in Midnight blue/Red, they’ll be perfect for the rainy days.",bottines-femme-jumpsport,low-boots-women-jumpsport,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bleu nuit-Rouge,Midnight blue/Red,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,l'impression du drapeau tricolore en haut de l'élastique,a print of the French flag at the top of the elastic,en coloris Bleu nuit/Rouge,in Midnight blue/Red
