ID (numéro dans url produit),"1 si le produit est actif, sinon 0 pour inactif",Nom du produit,Nom du produit,"id des catégories, le premier nom est la catégorie par défaut",Catégorie Principale,Famille,Prix HT,ID de la règle de taxe utilisée par le produit,Prix détail (TD),"1 si le produit est en solde, sinon 0",Montant en euro de la remise (TTC) (TTC),Montant en pourcentage de la remise,date de début pour la remise,date de fin pour la remise,Référence du produit,Référence du produit chez le fournisseur,Nom du fournisseur,Nom du fabricant (pas obligatoire),Code-barres EAN-13 ou JAN du produit,Code-barres UPC,écotaxe,Largeur (en cm),Hauteur (en cm),Profondeur (en cm),"Poids du produit (en kg)
Enfant : le plus haut
Adulte : une moyenne",quantité totale de produit,Quantité minimale,NE PAS REMPLIR Visibilité,Prix additionnel pour le transport,unité de mesure pour le prix unitaire,Prix unitaire HT,Résumé en HTML FR,Résumé en HTML EN,Description en HTML FR,Description en HTML EN,Mots clefs,Balise titre utilisés pour le référencement,Balise titre utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Meta description utilisés pour le référencement,Balise Meta description utilisés pour le référencement,URL simplifiée FR,URL simplifiée EN,texte utilisé sur la fiche produit lorsque le produit est en stock,texte utilisé sur la fiche produit lorsqu'il n'est pas disponible,"1 si le produit est disponible, 0 sinon",Date de disponibilité du produit,date d'ajout du produit,1 pour afficher le prix sinon 0,"urls des images produit séparé par une virgules, dans l'ordre des positions, la première image étant celle par défaut.",1 pour supprime les images du produit avant l'import sinon 0,Valeurs des caractéristiques du produit. FR,Valeurs des caractéristiques du produit. EN,1 pour indiquer que le produit est disponible uniquement en ligne,"indiquer l'état du produit : new (nouveau), used (utilisé), refurbished (reconditionné)",1 pour Activer la personnalisation sinon 0,Personnalisation : nombre de champs de mise en ligne de fichiers,Personnalisation : Champs de texte,Rupture de stock,ID de la boutique,Active la gestion avancé des stocks,Les quantités disponibles pour le produit actuel et ses déclinaisons sont basées sur le stock de votre entrepôt,Entrepôt,Couleurs,Colors,Fabriqué en,Made in,Matière,Material,Pointures,Sizes,,Utilisé pour la short description,,test url imgs,Type de produit UK,Type de produit FR,Idéal pour,Ideal for,Saison,Season,Description produit FR (caractéristiques),Description produit UK (caractéristiques),Description Couleurs FR,Description Couleurs Uk
63,1,Jumpail,Jumpail,"Bottines enfant,Enfant",Bottines enfant,Enfant,42.5,1,14.9,,,,,,JUMPAIL-EN,JUMPAIL,,Méduse,,,,,,,1.022,1,1,,,,,<p>Le modèle Jumpail est une paire de bottine pour les enfants de la marque Méduse disponible en coloris Argent Pailleté et Marron Pailleté.</p>,<p>The Jumpail is a pair of kids's low boot by Méduse available in Glittery silver and Glittery brown.</p>,"<p>Disponible de la taille 30 au 34 et en coloris Argent Pailleté et Marron Pailleté, la bottine Jumpail pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent une semelle ou le pied entièrement pailleté selon les couleurs.<br />Facile d'entretien, la bottine Jumpail vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 30 to 34 in Glittery silver and Glittery brown, these kids's Jumpail low boot are the perfect pair for the rainy days. These low boot have a glittery sole or entirely glittery shoe depending on the colors.<br />Easy to maintain, the Jumpail low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Enfant Jumpail,Low Boots Kids Jumpail,,,"Découvrez dès maintenant les bottines pour enfants Jumpail de la marque Méduse. Disponible en coloris Argent Pailleté et Marron Pailleté, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for kids Jumpail by Méduse. Available in Glittery silver and Glittery brown, they’ll be perfect for the rainy days.",bottines-enfant-jumpail,low-boots-kids-jumpail,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:30 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:30 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Argent pailleté; Marron-Bordeaux pailleté,Glittery silver; Brown/Glittery burgundy,France,France,Pvc,Pvc,30 au 34,30 to 34,,Kids,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle ou le pied entièrement pailleté selon les couleurs,a glittery sole or entirely glittery shoe depending on the colors,en coloris Argent Pailleté et Marron Pailleté,in Glittery silver and Glittery brown
61,1,Flampail,Flampail,"Bottes enfant,Enfant",Bottes enfant,Enfant,45,1,13.9,,,,,,FLAMPAIL-EN,FLAMPAIL,,Méduse,,,,,,,1.585,1,1,,,,,<p>Le modèle Flampail est une paire de botte pour les enfants de la marque Méduse disponible en coloris Argent Pailleté.</p>,<p>The Flampail is a pair of kids's high boot by Méduse available in Glittery silver.</p>,"<p>Disponible de la taille 28 au 34 et en coloris Argent Pailleté, la botte Flampail pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un pvc pailleté.<br />Facile d'entretien, la botte Flampail vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 28 to 34 in Glittery silver, these kids's Flampail high boot are the perfect pair for the rainy days. These high boot have a glittery PVC.<br />Easy to maintain, the Flampail high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Flampail,High Boots Kids Flampail,,,"Découvrez dès maintenant les bottes pour enfants Flampail de la marque Méduse. Disponible en coloris Argent Pailleté, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Flampail by Méduse. Available in Glittery silver, they’ll be perfect for the rainy days.",bottes-enfant-flampail,high-boots-kids-flampail,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:28 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:28 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Argent pailleté,Glittery silver,France,France,Pvc,Pvc,28 au 34,28 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un pvc pailleté,a glittery PVC,en coloris Argent Pailleté,in Glittery silver
150,1,Flampail,Flampail,"Bottes femme,Femme",Bottes femme,Femme,45,1,15.6,,,,,,FLAMPAIL-FE,FLAMPAIL,,Méduse,,,,,,,1.745,1,1,,,,,<p>Le modèle Flampail est une paire de botte pour les femmes de la marque Méduse disponible en coloris Argent Pailleté.</p>,<p>The Flampail is a pair of women's high boot by Méduse available in Glittery silver.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Argent Pailleté, la botte Flampail pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un pvc pailleté.<br />Facile d'entretien, la botte Flampail vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Glittery silver, these women's Flampail high boot are the perfect pair for the rainy days. These high boot have a glittery PVC.<br />Easy to maintain, the Flampail high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flampail,High Boots Women Flampail,,,"Découvrez dès maintenant les bottes pour femmes Flampail de la marque Méduse. Disponible en coloris Argent Pailleté, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flampail by Méduse. Available in Glittery silver, they’ll be perfect for the rainy days.",bottes-femme-flampail,high-boots-women-flampail,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Argent pailleté,Glittery silver,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un pvc pailleté,a glittery PVC,en coloris Argent Pailleté,in Glittery silver
151,1,Filo,Filo,"Bottes enfant,Enfant",Bottes enfant,Enfant,37.5,1,13.5,,,,,,FILO-EN,FILO,,Méduse,,,,,,,1.614,1,1,,,,,<p>Le modèle Filo est une paire de botte pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Filo is a pair of kids's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 28 au 34 et dans de nombreuses couleurs, la botte Filo pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent des semelles de couleurs.<br />Facile d'entretien, la botte Filo vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 28 to 34 in many colors, these kids's Filo high boot are the perfect pair for the rainy days. These high boot have colored soles.<br />Easy to maintain, the Filo high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Filo,High Boots Kids Filo,,,"Découvrez dès maintenant les bottes pour enfants Filo de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Filo by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-enfant-filo,high-boots-kids-filo,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:28 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:28 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Rouge; Anthracite-Fuchsia; Marine-Bleu,Black-Red; Dark grey-Fuchsia; Navy blue-Blue,France,France,Pvc,Pvc,28 au 34,28 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,des semelles de couleurs,colored soles,dans de nombreuses couleurs,in many colors
152,1,Filo,Filo,"Bottes femme,Femme",Bottes femme,Femme,45,,15.1,,,,,,FILO-FE,FILO,,Méduse,,,,,,,1.778,1,,,,,,<p>Le modèle Filo est une paire de botte pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Filo is a pair of women's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 35 au 42 et dans de nombreuses couleurs, la botte Filo pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent des semelles de couleurs.<br />Facile d'entretien, la botte Filo vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in many colors, these women's Filo high boot are the perfect pair for the rainy days. These high boot have colored soles.<br />Easy to maintain, the Filo high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Filo,High Boots Women Filo,,,"Découvrez dès maintenant les bottes pour femmes Filo de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Filo by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-femme-filo,high-boots-women-filo,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",,,,,,,,,,,Noir-Rouge; Anthracite-Fuchsia; Marine-Bleu; Anthracite-Vert d'eau,Black/Red; Dark grey/Fuchsia; Navy blue/Blue; Dark grey/Seafoam green,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,des semelles de couleurs,colored soles,dans de nombreuses couleurs,in many colors
156,1,Jom,Jom,"Bottines homme,Homme",Bottines homme,Homme,40,1,15.2,,,,,,JOM-HO,JOM,,Méduse,,,,,,,1.365,1,1,,,,,<p>Le modèle Jom est une paire de bottine pour les hommes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Jom is a pair of men's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 40 au 45 et dans de nombreuses couleurs, la bottine Jom pour les hommes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent des semelles de couleurs.<br />Facile d'entretien, la bottine Jom vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 40 to 45 in many colors, these men's Jom low boot are the perfect pair for the rainy days. These low boot have colored soles.<br />Easy to maintain, the Jom low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Homme Jom,Low Boots Men Jom,,,"Découvrez dès maintenant les bottines pour hommes Jom de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for men Jom by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-homme-jom,low-boots-men-jom,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:40 au 45:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:40 to 45:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marron-Noir; Noir-Noir; Marine-Bleu; Marron-Pétrole,Brown/Black; Black/Black; Navy blue/Blue; Brown/Petrol,France,France,Pvc,Pvc,40 au 45,40 to 45,,Men,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,des semelles de couleurs,colored soles,dans de nombreuses couleurs,in many colors
157,1,Jumping,Jumping,"Bottines enfant,Enfant",Bottines enfant,Enfant,42.5,1,16.5,,,,,,JUMPING-EN,JUMPING,,Méduse,,,,,,,0.992,1,1,,,,,<p>Le modèle Jumping est une paire de bottine pour les enfants de la marque Méduse disponible en coloris Marine et Panthère.</p>,<p>The Jumping is a pair of kids's low boot by Méduse available in Navy blue and Panther.</p>,"<p>Disponible de la taille 30 au 34 et en coloris Marine et Panthère, la bottine Jumping pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un imprimé unique à pois ou version panthère.<br />Facile d'entretien, la bottine Jumping vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 30 to 34 in Navy blue and Panther, these kids's Jumping low boot are the perfect pair for the rainy days. These low boot have a unique pattern with specks or come in a panther version.<br />Easy to maintain, the Jumping low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Enfant Jumping,Low Boots Kids Jumping,,,"Découvrez dès maintenant les bottines pour enfants Jumping de la marque Méduse. Disponible en coloris Marine et Panthère, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for kids Jumping by Méduse. Available in Navy blue and Panther, they’ll be perfect for the rainy days.",bottines-enfant-jumping,low-boots-kids-jumping,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:30 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:30 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Pois blanc; Panthère-Fuchsia,Navy blue/White specks; Panther/Fuchsia,France,France,Pvc,Pvc,30 au 34,30 to 34,,Kids,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un imprimé unique à pois ou version panthère,a unique pattern with specks or come in a panther version,en coloris Marine et Panthère,in Navy blue and Panther
62,1,Jumping,Jumping,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,16.5,,,,,,JUMPING-FE,JUMPING,,Méduse,,,,,,,1.083,1,1,,,,,<p>Le modèle Jumping est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Marine et Panthère.</p>,<p>The Jumping is a pair of women's low boot by Méduse available in Navy blue and Panther.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Marine et Panthère, la bottine Jumping pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un imprimé unique à pois ou version panthère.<br />Facile d'entretien, la bottine Jumping vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Navy blue and Panther, these women's Jumping low boot are the perfect pair for the rainy days. These low boot have a unique pattern with specks or come in a panther version.<br />Easy to maintain, the Jumping low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumping,Low Boots Women Jumping,,,"Découvrez dès maintenant les bottines pour femmes Jumping de la marque Méduse. Disponible en coloris Marine et Panthère, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumping by Méduse. Available in Navy blue and Panther, they’ll be perfect for the rainy days.",bottines-femme-jumping,low-boots-women-jumping,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Pois blanc; Panthère-Fuchsia,Navy blue/White specks; Panther/Fuchsia,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un imprimé unique à pois ou version panthère,a unique pattern with specks or come in a panther version,en coloris Marine et Panthère,in Navy blue and Panther
159,1,Airport,Airport,"Bottes enfant,Enfant",Bottes enfant,Enfant,22.5,1,8.8,,,,,,AIRPORT-EN,AIRPORT,,Méduse,,,,,,,0.88,1,1,,,,,<p>Le modèle Airport est une paire de botte pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Airport is a pair of kids's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 20 au 34 et dans de nombreuses couleurs, la botte Airport pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une semelle blanche et une multitude de couleurs sur le dessus de la botte.<br />Facile d'entretien, la botte Airport vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 20 to 34 in many colors, these kids's Airport high boot are the perfect pair for the rainy days. These high boot have a white sole and colored boot.<br />Easy to maintain, the Airport high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Airport,High Boots Kids Airport,,,"Découvrez dès maintenant les bottes pour enfants Airport de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Airport by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-enfant-airport,high-boots-kids-airport,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:20 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:20 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Canari-Blanc; Carmin-Blanc; Lagon-Blanc; Marine-Blanc; Nuage-Blanc; Rose pastel-Blanc,Canary yellow/White; Carmine/White; Lagoon/White; Navy blue/White; Cloud grey/White; Pastel pink/White,France,France,Pvc,Pvc,20 au 34,20 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle blanche et une multitude de couleurs sur le dessus de la botte,a white sole and colored boot,dans de nombreuses couleurs,in many colors
162,1,Airbus,Airbus,"Bottes enfant,Enfant",Bottes enfant,Enfant,22.5,1,8.8,,,,,,AIRBUS-EN,AIRBUS,,Méduse,,,,,,,0.88,1,1,,,,,<p>Le modèle Airbus est une paire de botte pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Airbus is a pair of kids's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 20 au 34 et dans de nombreuses couleurs, la botte Airbus pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une semelle assortie à la couleur de la botte.<br />Facile d'entretien, la botte Airbus vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 20 to 34 in many colors, these kids's Airbus high boot are the perfect pair for the rainy days. These high boot have matching sole and boot.<br />Easy to maintain, the Airbus high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Airbus,High Boots Kids Airbus,,,"Découvrez dès maintenant les bottes pour enfants Airbus de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Airbus by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-enfant-airbus,high-boots-kids-airbus,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:20 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:20 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Anthracite-Bleu; Bleu nuit-Gris; Fuchsia-Bordeaux; Fuchsia-Corail; Taupe-Miel; Taupe-Orange; Violet-Rose; Violet pailleté-Fuchsia,Dark grey/Blue; Midnight blue/Grey; Fuchsia/Burgundy; Fuchsia/Coral; Taupe/Honey; Taupe/Orange; Purple/Pink; Glittery purple/Fuchsia,France,France,Pvc,Pvc,20 au 34,20 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle assortie à la couleur de la botte,matching sole and boot,dans de nombreuses couleurs,in many colors
169,1,Jumper,Jumper,"Bottines femme,Femme",Bottines femme,Femme,47.5,1,17,,,,,,JUMPER-FE,JUMPER,,Méduse,,,,,,,1.122,1,1,,,,,<p>Le modèle Jumper est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Jumper is a pair of women's low boot by Méduse available in Black.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Noir, la bottine Jumper pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique gris pailleté.<br />Facile d'entretien, la bottine Jumper vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 30 to 42 in Black, these women's Jumper low boot are the perfect pair for the rainy days. These low boot have a glittery grey elastic.<br />Easy to maintain, the Jumper low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumper,Low Boots Women Jumper,,,"Découvrez dès maintenant les bottines pour femmes Jumper de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumper by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottines-femme-jumper,low-boots-women-jumper,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:30 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,35 au 42,30 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique gris pailleté,a glittery grey elastic,en coloris Noir,in Black
170,1,Jumpzebr,Jumpzebr,"Bottines enfant,Enfant",Bottines enfant,Enfant,47.5,1,17.5,,,,,,JUMPZEBR-EN,JUMPZEBR,,Méduse,,,,,,,1.033,1,1,,,,,<p>Le modèle Jumpzebr est une paire de bottine pour les enfants de la marque Méduse disponible en coloris Noir.</p>,<p>The Jumpzebr is a pair of kids's low boot by Méduse available in Black.</p>,"<p>Disponible de la taille 30 au 34 et en coloris Noir, la bottine Jumpzebr pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique zebré.<br />Facile d'entretien, la bottine Jumpzebr vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 30 to 34 in Black, these kids's Jumpzebr low boot are the perfect pair for the rainy days. These low boot have a zebra elastic.<br />Easy to maintain, the Jumpzebr low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Enfant Jumpzebr,Low Boots Kids Jumpzebr,,,"Découvrez dès maintenant les bottines pour enfants Jumpzebr de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for kids Jumpzebr by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottines-enfant-jumpzebr,low-boots-kids-jumpzebr,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:30 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:30 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,30 au 34,30 to 34,,Kids,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique zebré,a zebra elastic,en coloris Noir,in Black
171,1,Jumpzebr,Jumpzebr,"Bottines femme,Femme",Bottines femme,Femme,47.5,1,17.5,,,,,,JUMPZEBR-FE,JUMPZEBR,,Méduse,,,,,,,1.128,1,1,,,,,<p>Le modèle Jumpzebr est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Jumpzebr is a pair of women's low boot by Méduse available in Black.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Noir, la bottine Jumpzebr pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique zebré.<br />Facile d'entretien, la bottine Jumpzebr vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Black, these women's Jumpzebr low boot are the perfect pair for the rainy days. These low boot have a zebra elastic.<br />Easy to maintain, the Jumpzebr low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumpzebr,Low Boots Women Jumpzebr,,,"Découvrez dès maintenant les bottines pour femmes Jumpzebr de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumpzebr by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottines-femme-jumpzebr,low-boots-women-jumpzebr,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique zebré,a zebra elastic,en coloris Noir,in Black
172,1,Flancuir,Flancuir,"Bottes femme,Femme",Bottes femme,Femme,60,1,23.4,,,,,,FLANCUIR-FE,FLANCUIR,,Méduse,,,,,,,1.81,1,1,,,,,<p>Le modèle Flancuir est une paire de botte pour les femmes de la marque Méduse disponible en coloris Marron et Noir.</p>,<p>The Flancuir is a pair of women's high boot by Méduse available in Brown and Black.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Marron et Noir, la botte Flancuir pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une bande en cuir dans le haut de la botte.<br />Facile d'entretien, la botte Flancuir vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Brown and Black, these women's Flancuir high boot are the perfect pair for the rainy days. These high boot have a leather band at the top of the boot.<br />Easy to maintain, the Flancuir high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flancuir,High Boots Women Flancuir,,,"Découvrez dès maintenant les bottes pour femmes Flancuir de la marque Méduse. Disponible en coloris Marron et Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flancuir by Méduse. Available in Brown and Black, they’ll be perfect for the rainy days.",bottes-femme-flancuir,high-boots-women-flancuir,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marron; Noir,Brown; Black,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une bande en cuir dans le haut de la botte,a leather band at the top of the boot,en coloris Marron et Noir,in Brown and Black
